0.9777268374	risotto
0.9754890971	bruschetta
0.9748988888	gnocchi
0.9741444844	lasagna
0.9711851707	ricotta
0.9710529228	vino
0.9702670976	pomodoro
0.9699674182	tiramisu
0.9694725005	burrata
0.9677401220	ragu
0.9674670976	rigatoni
0.9653178894	gorgonzola
0.9629618025	tortellini
0.9622117366	prosciutto
0.9612879387	south
0.9595843330	spring
0.9589165358	casino
0.9589015514	grill
0.9580498691	nutella
0.9574956310	linguini
0.9543611251	carbonara
0.9542843229	antipasto
0.9531988906	calamari
0.9531245607	chianti
0.9524514435	rosemary
0.9520515936	martini
0.9509610724	linguine
0.9502461826	spaghetti
0.9498495271	cannoli
0.9493491581	coke
0.9492997620	veal
0.9491689681	lake
0.9491397682	calzone
0.9487222061	mascarpone
0.9484136154	surprisingly
0.9483571429	bolognese
0.9462450446	pecorino
0.9460161914	cannelloni
0.9457463094	pesto
0.9455576742	solid
0.9454441041	ramen
0.9447221458	ribeye
0.9442198042	pappardelle
0.9437107573	boy
0.9427235109	king
0.9422384589	stromboli
0.9421612659	black
0.9417182551	polenta
0.9414846387	sangria
0.9409412558	focaccia
0.9402475270	pancetta
0.9400344847	personally
0.9399845855	groupon
0.9399188452	outstanding
0.9397827839	pizzeria
0.9397571429	carpaccio
0.9395153859	prosecco
0.9390113963	arancini
0.9389558895	tagliatelle
0.9389165358	alfredo
0.9389015514	chef
0.9385864836	wild
0.9380123021	salmon
0.9372756331	penne
0.9371450561	orecchiette
0.9363742137	god
0.9362694948	square
0.9360513130	road
0.9359281222	arugula
0.9349123259	awful
0.9347148112	man
0.9346775398	unlike
0.9346749575	parmigiano
0.9342868070	capellini
0.9340282538	mark
0.9335849332	bistro
0.9334017484	yelpers
0.9330511042	hotel
0.9329748669	apple
0.9329239680	bucatini
0.9327393006	today
0.9317363284	north
0.9316805965	terrible
0.9315950394	provolone
0.9312926934	tartufo
0.9312148454	cioppino
0.9311278053	carne
0.9311264653	resort
0.9309846707	parking
0.9299330408	shrimp
0.9297445740	marsala
0.9291783638	park
0.9289228245	buffet
0.9284511937	skip
0.9278633735	awesome
0.9278065530	manicotti
0.9277476337	mama
0.9276591290	salami
0.9276146493	hey
0.9268601309	mushroom
0.9261803314	oysters
0.9259215078	cheesecake
0.9258268168	delish
0.9256529952	yelper
0.9255095439	alright
0.9252439344	lets
0.9250462848	fettuccine
0.9250459154	cafe
0.9244139275	halibut
0.9243970899	funghi
0.9240438090	limoncello
0.9239227572	anytime
0.9238766583	buddy
0.9236521584	brown
0.9234874877	tuna
0.9232152221	mozzarella
0.9230692656	ale
0.9228959375	finally
0.9228356752	hubby
0.9226946849	horrible
0.9225783809	unbelievable
0.9225064433	yelp
0.9221626856	golden
0.9218189005	fettuccini
0.9212758860	mom
0.9211549193	porcini
0.9207487799	avoid
0.9207416565	bonus
0.9205159957	vegan
0.9203571429	caprese
0.9201430950	parmesan
0.9199724153	sad
0.9199614249	agnolotti
0.9199342859	gold
0.9195792197	budino
0.9192344821	eggplant
0.9191024843	artichoke
0.9189846463	buffalo
0.9189079393	streets
0.9187388827	amaretto
0.9185793723	blue
0.9185031325	update
0.9184148537	bummer
0.9183173871	kudos
0.9178988960	market
0.9175615290	west
0.9175168772	al
0.9175164402	pepperoni
0.9173540269	central
0.9173024413	street
0.9172674840	national
0.9170967368	filet
0.9170634002	cab
0.9169610724	enjoy
0.9168233745	center
0.9159465712	bakery
0.9155856660	excellent
0.9155731583	strike
0.9154604431	ya
0.9153976246	ranch
0.9153785832	burger
0.9150957677	incredible
0.9147988013	macaroni
0.9146829812	total
0.9146608487	overpriced
0.9143337980	ha
0.9142779737	huge
0.9141465928	yellowtail
0.9138415346	fontina
0.9133571429	margherita
0.9130781818	beach
0.9130267836	note
0.9129561240	ossobuco
0.9123985976	heaven
0.9123683564	minestrone
0.9123465243	antipasti
0.9119063370	mountain
0.9117111707	jazz
0.9116771118	okay
0.9113426434	highlights
0.9107342675	alas
0.9104870726	add
0.9104551337	imagine
0.9102849671	true
0.9102493985	puttanesca
0.9100076398	canoli
0.9099102179	dear
0.9098454096	speck
0.9098059002	heck
0.9097967428	tower
0.9097466602	insalata
0.9095918000	steakhouse
0.9095400828	brunch
0.9089708651	crab
0.9089073383	paradise
0.9087600916	lobster
0.9086750932	grandma's
0.9086456038	gelato
0.9086240465	escargot
0.9085350477	margarita
0.9084162218	mama's
