0.8059769092	diavola
0.8041584639	roman
0.8007585045	funghi
0.8004054807	yelped
0.7966221375	bolognese
0.7961294304	taco
0.7927123856	greek
0.7912693024	fritti
0.7901671563	manhattan
0.7898802433	turf
0.7896963777	florentine
0.7890344478	carne
0.7886224410	coke
0.7883153845	napoletana
0.7858487787	museum
0.7847823616	lake
0.7837536528	fridays
0.7836355644	canneloni
0.7834799120	village
0.7832967761	frank
0.7831303290	mama
0.7830487317	english
0.7826629409	arrabiata
0.7817517593	mozza
0.7815115108	bend
0.7813041961	bella
0.7809616117	bakery
0.7806851057	cabernet
0.7802726847	festival
0.7801432031	salame
0.7800265455	subway
0.7798594326	original
0.7796007194	soppressata
0.7795312626	chipotle
0.7794730781	enoteca
0.7794138544	crudo
0.7790198452	pizookie
0.7788089413	spiedini
0.7787975616	pub
0.7787696216	yelpers
0.7787044286	chives
0.7785685407	california
0.7782068322	carpaccio
0.7780890055	camelback
0.7778884678	bacio
0.7777666552	jack
0.7775283996	thai
0.7775042422	albacore
0.7774665012	ragu
0.7769569198	fresca
0.7764751931	boulder
0.7763135308	rose
0.7762844285	primavera
0.7755535029	barolo
0.7755319177	summerlin
0.7754448486	margarita
0.7753872964	nora
0.7751368842	antipasto
0.7751233196	nero
0.7751085856	america
0.7748347465	trout
0.7748278726	halloween
0.7748151698	rosa
0.7748147177	ale
0.7747988547	napoli
0.7747346341	capital
0.7743613661	portofino
0.7743506922	polish
0.7742940304	robin
0.7741542277	carmel
0.7741040851	christmas
0.7739898437	grille
0.7736907810	sicilian
0.7735284912	grass
0.7735032616	butterfish
0.7734582594	hubby's
0.7732315518	supreme
0.7729621337	euro
0.7727997096	pops
0.7727666350	biancoverde
0.7724681176	american
0.7722851263	max
0.7721265679	mule
0.7720005935	porchetta
0.7719355161	miami
0.7716671693	thanksgiving
0.7716031149	chianti
0.7715267192	louie
0.7714675037	arancini
0.7714384516	tom
0.7712373729	bucatini
0.7711973041	polpette
0.7711825348	roma
0.7710517064	calabrese
0.7710078790	sweetbreads
0.7708707482	blanc
0.7708230471	trattoria
0.7707856796	americanized
0.7700925074	bison
0.7700232618	sommelier
0.7698690184	target
0.7698281381	january
0.7698249472	taggia
0.7697953558	blanco
0.7696857034	louis
0.7695857034	fri
0.7694030842	godfather
0.7693945735	tuna
0.7693859185	ahwatukee
0.7693689261	boston
0.7693360521	royal
0.7691579253	chandler
0.7691192146	naples
0.7690582260	cajun
0.7690300696	trop
0.7690285634	celiac
0.7689549207	wednesdays
0.7687548903	north
0.7686553284	arts
0.7685794466	peaches
0.7685051993	alto
0.7684027595	seabass
0.7683708473	carefree
0.7682270082	avenue
0.7680571536	henderson
0.7680066609	nancy
0.7677688960	venice
0.7677002727	turkish
0.7676906275	yellowtail
0.7675769527	european
0.7674992840	yard
0.7674464926	square
0.7674231073	irish
0.7673983093	bellini
0.7673528468	ramen
0.7673098202	western
0.7672671083	junior
0.7672343763	ribeye
0.7672222516	surprise
0.7671388162	paella
0.7669925529	sam
0.7669308541	mist
0.7668977891	naked
0.7667500825	mark
0.7666930405	brooklyn
0.7666802550	strings
0.7666466258	sopressata
0.7665348812	farm
0.7664370652	med
0.7664217509	shirley
0.7663999165	torta
0.7662482792	central
0.7661644561	pastrami
0.7660029318	merlot
0.7657688202	portabella
