arugula salad;0.71186440678;118;0.277457080822
fresh clams;0.833333333333;12;0.288876396975
seafood risotto;0.508196721311;61;0.252737676725
lobster gnocchi;0.813953488372;43;0.288322765503
fillet mignon;0.777777777778;9;0.242954790804
spicy sausage;0.810810810811;74;0.276782742749
mascarpone;0.868852459016;183;0.294963069878
chicken katsu;1.0;7;0.228274552877
rib eye steak;0.733333333333;15;0.240511341954
bell peppers;0.694117647059;85;0.197247005894
fettucine alfredo;0.555555555556;27;0.200809462913
pork shoulder;0.294117647059;34;0.217458291366
pancetta;0.692307692308;260;0.249305624415
quattro formaggi;0.333333333333;6;0.137253771606
fig jam;0.928571428571;28;0.329519288444
clam sauce;0.417475728155;103;0.23795559157
pasta carbonara;0.2;15;0.226914987478
brio burger;0.6;5;0.357998028911
roasted cauliflower;0.714285714286;14;0.271824147282
banana bread;0.826086956522;23;0.233653418589
chocolate cake;0.80073800738;271;0.285930376883
cafe boa;0.142857142857;7;0.229418725307
prosciutto crudo;1.0;12;0.277031099838
buffalo mozzarella;0.701149425287;87;0.255774643496
smoked gouda;0.555555555556;9;0.257014504343
buffalo chicken pizza;0.714285714286;28;0.191636609047
mozzarella sticks;0.357142857143;56;0.189498649529
kobe beef;0.925925925926;27;0.283527369092
spinach ravioli;0.547169811321;53;0.284026368713
steak salad;0.644444444444;45;0.315294861767
black truffles;0.8125;32;0.26756048429
squid ink risotto;0.777777777778;27;0.293262985112
pistachio gelato;0.777777777778;18;0.31544737207
penne pasta;0.47619047619;126;0.211251338753
baked lasagna;0.5;16;0.277276915241
kobe meatball;0.777777777778;18;0.270297022073
beef tartare;0.866666666667;15;0.293675230844
mushroom soup;0.538461538462;39;0.234270273501
spaghetti;0.498708010336;1935;0.239702905519
chicken alfredo;0.344262295082;61;0.126861017638
caramel gelato;0.939393939394;33;0.264418557229
tuna sandwich;0.571428571429;28;0.212498388314
veal marsala;0.5;44;0.255711192683
breaded chicken;0.487179487179;39;0.154400177475
veal shank;0.52;25;0.231531368805
chicken scarpariello;1.0;4;0.267512017864
cocoa powder;0.52380952381;21;0.233748459788
cafe verdi;-1.0;1;0.0639455782313
grilled asparagus;0.8125;32;0.248416960367
miso carbonara;1.0;11;0.270014603117
chicken soup;0.733333333333;15;0.14945189664
garlic mashed potatoes;0.52;50;0.212748672436
cheese curds;0.5;20;0.179644598819
lasagna;0.523324851569;1179;0.250261403774
pasta fagioli;0.368421052632;38;0.230829232358
potato dumplings;1.0;13;0.220155509662
garlic romano fries;1.0;6;0.294478976292
fried chicken;0.521739130435;46;0.145743342573
stuffed shells;0.52380952381;42;0.231278513013
cotton candy;0.663551401869;107;0.268573926201
pine nuts;0.787234042553;141;0.255099857205
sweet potato fries;0.777777777778;27;0.275217535636
pizza pie;0.710526315789;76;0.253966705934
pound cake;1.0;12;0.29452919651
meatball sliders;0.782608695652;46;0.348194830049
spinach salad;0.709677419355;248;0.311480514259
california roll;1.0;1;0.209353741497
tomato bisque;0.733333333333;15;0.280472879972
veal parm;0.509677419355;155;0.261456478549
focaccia bread;0.705882352941;68;0.285415209723
greek salad;0.6;45;0.180951764535
truffle fries;0.826086956522;23;0.28531835627
creme fraiche;0.8;10;0.286990241948
butternut squash;0.751633986928;153;0.308418514857
pita bread;0.583333333333;24;0.269663299556
lemon aioli;0.846153846154;13;0.284437058524
braised oxtail;0.5;4;0.201512342505
steak sandwich;0.770491803279;61;0.239672317381
spring rolls;0.833333333333;12;0.221917612977
homemade pasta;0.731182795699;186;0.315651308685
cannellini beans;0.75;8;0.263249647963
veal milanese;0.5;8;0.225150028667
veal chop;0.612903225806;93;0.30455376546
cheese ravioli;0.577142857143;175;0.253611091418
nutella crepes;1.0;8;0.356139535675
frog legs;1.0;17;0.358920889826
spaghetti carbonara;0.575757575758;33;0.270652919986
fried ravioli;0.617647058824;68;0.240191810872
panzanella salad;0.666666666667;6;0.348429439641
corned beef;0.741935483871;31;0.262548802268
ice cream sandwich;0.529411764706;17;0.208248922885
shrimp risotto;0.6;25;0.259874245557
shaved parmigiano reggiano;0.5;4;0.286566118726
spicy beef;1.0;4;0.280638238573
pollo rosa maria;0.333333333333;3;0.0929140946502
pork tenderloin;0.660377358491;53;0.296694431673
garlic fries;0.631578947368;38;0.233620329568
pepperjack mac;0.333333333333;3;0.150950577201
spaghetti & meatballs;0.533333333333;30;0.255452942856
bone marrow agnolotti;0.714285714286;7;0.265252398293
mediterranean sea bass;1.0;2;0.115691137566
sauteed spinach;0.641025641026;39;0.215460824675
bone marrow ravioli;0.272727272727;11;0.192167587498
garlic cheese bread;0.655172413793;58;0.267554459797
salted caramel budino;1.0;4;0.31510388788
chicken picatta;0.538461538462;26;0.186019103795
roasted tomato;0.84126984127;63;0.274104590491
lobster roll;0.5;8;0.264594933877
carne cruda;1.0;1;0.199304455707
chicken wings;0.638709677419;155;0.188607179614
chicken marsala;0.415730337079;178;0.176600354641
beef sandwich;0.634920634921;126;0.221611543321
bean puree;0.714285714286;7;0.308198989823
black pepper;0.525;80;0.209103776961
cous cous;0.666666666667;12;0.281172246066
fava beans;0.733333333333;15;0.265155881001
linguine alla vongole;1.0;3;0.390762991094
dark chocolate;0.84126984127;63;0.246291591886
lemon chicken;0.291666666667;48;0.137243034445
pasta rustico;1.0;2;0.420589037698
swiss chard;0.428571428571;7;0.210572651328
veal piccata;0.466666666667;45;0.27402216131
seafood linguine;0.4375;32;0.22264513944
creamy polenta;0.826086956522;46;0.314569260581
maine lobster;0.333333333333;3;0.243131243835
wood fired pizza;0.744680851064;94;0.313545969376
