Topic: 0
try : 1.8127259187
think : 1.18464709345
really : 0.969509201005
place : 0.962089498327
sure : 0.960461352082
say : 0.955556218106
just : 0.922555622595
thought : 0.914525659579
ve : 0.830617494157
time : 0.812393746185
reviews : 0.808016554554
thing : 0.802598242485
wasn : 0.736085838131
maybe : 0.72461435311
way : 0.705314537147
Topic: 1
wait : 1.99429501717
took : 1.61746908851
minutes : 1.57666877436
waiting : 1.14028652738
table : 1.0906584634
time : 1.07662690389
waited : 1.04743925185
order : 1.04643767448
went : 0.923498966367
hour : 0.695279552418
came : 0.664674440536
food : 0.628927316081
long : 0.628681834644
told : 0.622830899571
waitress : 0.591255321001
Topic: 2
order : 2.46679941082
ordered : 1.41533663827
wings : 1.03194782455
delivery : 1.02942048352
time : 0.971444517692
called : 0.820625488888
phone : 0.802753489134
ordering : 0.716335685193
said : 0.672267275173
told : 0.663012628622
pick : 0.62409830151
got : 0.612541940918
store : 0.603937609054
wrong : 0.602758375074
pizzas : 0.486686455839
Topic: 3
service : 4.47482871057
food : 1.96267716517
place : 1.79871484657
times : 1.68673668792
time : 1.27700138214
terrible : 1.26500614436
worst : 1.12076441767
good : 1.11331045461
ve : 0.985293593157
staff : 0.894473430089
horrible : 0.749359775985
great : 0.746423482879
bad : 0.647398692379
slow : 0.645485609488
location : 0.635539281334
Topic: 4
chicken : 0.92930082695
ordered : 0.831994397796
sauce : 0.820274480693
tasted : 0.677371540041
pasta : 0.628260026087
sandwich : 0.613544140287
bread : 0.601763047071
like : 0.591746923277
food : 0.556479924804
salad : 0.553871712652
wings : 0.478176892059
meat : 0.467118845953
cheese : 0.421156125594
dry : 0.383616951053
good : 0.383249828049
Topic: 5
place : 1.21373874232
like : 0.535363116791
people : 0.531090811465
tables : 0.46443375798
open : 0.430123839251
want : 0.40899043239
closed : 0.406161564703
sit : 0.397914543633
bar : 0.393037853424
walk : 0.370403076743
staff : 0.348346400218
night : 0.339936096659
inside : 0.319577874802
room : 0.31246651096
dirty : 0.30831723896
Topic: 6
sauce : 1.44347888591
crust : 1.40730353058
worth : 1.31685151506
toppings : 1.05871277315
taste : 1.01814654897
like : 0.846175703256
cheese : 0.799024412793
good : 0.705495917601
ordered : 0.664986697348
style : 0.587687732269
sausage : 0.579878672626
soggy : 0.559938416983
flavor : 0.530430353213
pie : 0.526873789314
tasted : 0.503244666635
Topic: 7
said : 1.02162181234
manager : 0.907647527363
went : 0.75959562128
told : 0.725092343916
owner : 0.678548276961
asked : 0.582750220515
rude : 0.579790824186
restaurant : 0.458388746847
did : 0.454265363001
customer : 0.429568522589
wanted : 0.385080871875
walked : 0.333464970542
customers : 0.329741987881
want : 0.313056870262
young : 0.309286146796
Topic: 8
ok : 1.31513051192
good : 1.11699100335
salad : 0.968076537021
went : 0.962958131299
small : 0.9488401861
special : 0.796442530942
menu : 0.750174621727
just : 0.730826898341
pretty : 0.664775896919
really : 0.652889953992
food : 0.651601436898
nice : 0.638443925803
won : 0.620067324436
wine : 0.600548868973
price : 0.589807580953
Topic: 9
slice : 1.02542660915
slices : 0.839984227316
ve : 0.832581495291
worst : 0.727288995227
place : 0.710622508374
money : 0.707051822986
waste : 0.624041330216
like : 0.588127862209
eat : 0.554578912952
time : 0.488329681395
greasy : 0.465092879174
don : 0.427611486002
better : 0.408094165326
cheese : 0.395763659094
just : 0.383886706059
