0.9795504766	ricotta
0.9793346920	lasagna
0.9772593031	tiramisu
0.9765765546	gnocchi
0.9758208060	pomodoro
0.9740516447	bruschetta
0.9738106807	risotto
0.9707650903	linguini
0.9693566092	rigatoni
0.9692983755	tortellini
0.9692004037	burrata
0.9690172059	martini
0.9686509228	prosciutto
0.9685765546	antipasto
0.9680984108	coke
0.9662186931	polenta
0.9652593031	casino
0.9646102384	vino
0.9642530251	mark
0.9626458751	veal
0.9620284663	spring
0.9617811594	nutella
0.9607494345	ramen
0.9607256922	shrimp
0.9604761202	rosemary
0.9599419565	gorgonzola
0.9594442407	carbonara
0.9593247617	south
0.9591833279	bolognese
0.9588265546	alfredo
0.9587830798	grill
0.9587348663	lake
0.9582830798	ragu
0.9581967651	spaghetti
0.9566024736	today
0.9563480870	calamari
0.9558242012	focaccia
0.9556627938	chianti
0.9555818794	linguine
0.9541550613	surprisingly
0.9537017476	mascarpone
0.9535311594	wild
0.9533099875	ribeye
0.9526833082	pancetta
0.9519906447	king
0.9519051449	boy
0.9518478293	arancini
0.9517049721	prosecco
0.9517049678	pappardelle
0.9512890448	cioppino
0.9512444416	cannoli
0.9501914409	macaroni
0.9491185258	yelpers
0.9487572256	penne
0.9487395139	bucatini
0.9463796464	pecorino
0.9461515684	eggplant
0.9460330798	carpaccio
0.9459664535	god
0.9453843499	calzone
0.9453272621	square
0.9452620910	cheesecake
0.9450821113	funghi
0.9448227380	orecchiette
0.9446264423	arugula
0.9444910114	personally
0.9444749946	mom
0.9442877656	salmon
0.9439387667	cannelloni
0.9438803884	manicotti
0.9431836079	stromboli
0.9427465463	pizzeria
0.9426986388	halibut
0.9424176942	outstanding
0.9423134259	limoncello
0.9422985838	mama
0.9417780366	yelper
0.9416166729	groupon
0.9415904872	buffet
0.9414599460	blue
0.9408967079	unbelievable
0.9406978023	parmigiano
0.9402771741	heaven
0.9402363233	marsala
0.9392397666	provolone
0.9390052085	north
0.9388190448	fettuccine
0.9383566092	margherita
0.9383566092	chef
0.9381058030	ranch
0.9380618615	resort
0.9373675001	bakery
0.9373566092	caprese
0.9368561135	bistro
0.9368108018	burger
0.9359338057	hotel
0.9355805109	man
0.9340662063	mushroom
0.9334747239	steakhouse
0.9331928485	road
0.9331135193	update
0.9330789319	tagliatelle
0.9327830798	tuna
0.9323887765	valley
0.9322573116	oysters
0.9322326947	crab
0.9321547183	ossobuco
0.9321062300	brown
0.9320780051	sangria
0.9320761008	awful
0.9320073116	vegan
0.9317404935	chipotle
0.9314157574	apple
0.9313772326	unlike
0.9313391070	alright
0.9311541337	enjoy
0.9308164381	parking
0.9307662865	parmesan
0.9303755070	pesto
0.9303233150	salami
0.9298982056	buffalo
0.9298620910	truffle
0.9296963384	tiramasu
0.9291622207	capellini
0.9291357611	panini
0.9290895630	verde
0.9288872407	pepperoni
0.9288294255	anytime
0.9288249971	streets
0.9286682384	honey
0.9286329182	solid
0.9285772621	cafe
0.9284211172	ya
0.9282460271	total
0.9282008463	rose
0.9279323265	terrible
0.9274299109	gnocci
0.9271061393	buddy
0.9267931039	bellini
0.9265271427	golden
0.9264989306	sicilian
0.9261330334	market
0.9256184271	skip
0.9255699528	american
0.9255572098	escargot
0.9252371207	sadly
0.9250668262	gold
0.9249742953	hey
0.9247063747	hubby's
0.9246460271	delish
0.9240211140	brie
0.9239155200	formaggio
0.9238432793	yelp
0.9235067241	minestrone
0.9234973546	jazz
0.9233338466	barolo
0.9232487217	carne
0.9232382749	ale
0.9231507713	fontina
0.9229219578	dear
0.9228730112	grilled
0.9228556299	polish
0.9228450401	mozzarella
0.9227959142	diablo
0.9224471911	baby
0.9218964637	definately
0.9216149712	porcini
0.9214354178	saltimbocca
0.9214315996	budino
0.9212144973	dad
0.9210733778	city
0.9210346716	whatever
0.9209768665	county
0.9209487793	verdict
0.9207567265	agnolotti
0.9207021422	speck
0.9206617076	excellent
0.9206257717	cherry
0.9205640492	blanc
0.9203981624	greek
0.9201012499	awesome
0.9200553316	al
0.9198617730	gelato
0.9198527498	tartufo
0.9197813998	lobster
0.9194685196	espresso
0.9194237072	true
0.9192109096	sambuca
0.9191482056	central
0.9189063900	dogs
0.9187259703	yellowtail
0.9187148674	fritti
0.9186657574	avoid
0.9185255759	semifreddo
0.9183957628	bummer
0.9182323176	poutine
0.9180910971	red
0.9180231995	romaine
0.9179880117	antipasti
0.9179207756	herb
0.9177913779	chase
0.9175626938	yummy
0.9175580330	lets
0.9175391984	chopped
0.9168878831	tower
0.9165211115	sopressata
0.9164968003	strings
0.9163575904	carmel
0.9161337228	park
0.9160404745	aunt
0.9160157844	mexican
0.9159537250	highlights
0.9157496904	capital
0.9155894353	overpriced
0.9154655601	milano
0.9154554775	ambiance
0.9154123254	filet
0.9153588507	sincerely
0.9152789296	artichoke
0.9152422231	challenge
0.9146999001	lord
0.9145809542	west
0.9144326567	raspberry
0.9143315102	pici
0.9142581212	fettuccini
0.9135151989	porchetta
0.9133455504	naked
0.9131754293	tier
0.9131298925	beach
0.9128766639	mountain
0.9121952163	jack
0.9119209053	street
0.9117478500	vongole
0.9114320870	terminal
0.9114102889	taco
0.9113776733	strike
0.9112411791	arrabiata
0.9112292494	insalata
0.9110929953	black
0.9110184026	margarita
0.9106968568	canoli
0.9106560474	imagine
0.9104485592	nightclub
0.9102219007	trattoria
0.9100261987	grade
0.9099884291	asian
0.9099062422	finally
0.9098428628	kale
0.9098047970	crown
0.9097834490	cauliflower
0.9097620216	parlor
0.9097024551	sun
0.9096140842	digestif
0.9095000599	uni
0.9094065840	chocolate
0.9092319803	china
0.9092286906	pollo
0.9087680664	rock
0.9086467533	grandma's
0.9085941500	bacon
0.9085633160	kudos
0.9083692308	ave
0.9083410492	flatbread
0.9082005225	yesterday
0.9082001976	grandma
0.9081901462	metro
0.9081850186	cajun
0.9081715380	hubby
0.9081068576	asiago
0.9080250069	calimari
0.9078539315	bridge
0.9075604253	museum
0.9075540839	internet
0.9070508346	fantastic
0.9069043291	amaretto
0.9068268570	incredible
0.9068253627	amatriciana
0.9067390367	surprise
0.9065078622	roma
0.9064535758	chi
0.9063279489	yeah
0.9060207748	western
0.9059650871	marinara
0.9058686265	alas
0.9058236063	absolutely
0.9057064095	raviolini
0.9057026033	molto
0.9056109915	asparagus
0.9054605220	tip
0.9052382226	noodle
0.9052343009	almond
0.9052255025	queen
0.9051627964	calabrese
0.9051617076	huge
0.9049613087	primavera
0.9048484108	bomb
0.9048405102	parma
0.9048190076	grand
0.9047702523	puttanesca
0.9046913206	rustica
0.9046284655	bonus
0.9045991022	pizzaria
0.9044265919	crudo
0.9043566092	thanks
0.9042934042	management
0.9042365933	c'mon
0.9039486915	def
0.9037772687	royal
0.9036454227	east
0.9036400819	national
0.9034647113	soba
0.9033688615	village
0.9029154895	listen
0.9028230811	amore
0.9028163019	mama's
0.9027322513	bianca
0.9024360276	bye
0.9023329686	lame
0.9023328656	damn
0.9021066092	please
0.9020420000	possibly
0.9019948819	bella
0.9019259900	trio
0.9018464791	torta
0.9018236063	roasted
0.9012948396	brunch
0.9012726486	panzanella
0.9012033515	ristorante
0.9011936832	disgusting
0.9010823160	sangiovese
0.9010801657	cab
0.9007837550	google
0.9007551168	champagne
0.9007377574	mine
0.9007107347	beef
0.9004495497	crema
0.9004241504	blackberry
0.9001717118	pescatore
0.9001474266	euro
0.9001046888	worst
0.9000508384	price
0.8998245132	ha
0.8996743748	salsiccia
0.8996673522	le
0.8996269488	organic
0.8995522953	gyro
0.8995372262	mall
0.8994840188	reggiano
0.8994824577	totally
0.8994676946	swiss
0.8994651144	final
0.8992646852	simple
